Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0108ZZA,2018.03,942,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0108ZZA,2019.03,995,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,"GST on Production, Import Duties and Other Taxes",,
RNAA.SG01NAC34B0108ZZB,2000.03,5096,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2001.03,5437,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2002.03,5816,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2003.03,5848,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2004.03,6224,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2005.03,6620,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2006.03,7103,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2007.03,7249,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2008.03,7850,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2009.03,7757,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2010.03,8161,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2011.03,8557,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2012.03,8703,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2013.03,8707,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2014.03,9267,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2015.03,9414,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2016.03,9710,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2017.03,10264,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2018.03,11107,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2019.03,11801,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0108ZZB,2020.03,12426,PROVISIONAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Manawatu-Whanganui,Gross Domestic Product,,
RNAA.SG01NAC34B0109AA1,2000.03,143,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2001.03,194,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2002.03,218,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2003.03,144,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2004.03,158,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2005.03,158,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2006.03,135,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2007.03,146,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2008.03,189,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2009.03,172,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2010.03,195,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2011.03,225,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2012.03,233,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2013.03,203,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2014.03,262,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2015.03,176,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2016.03,167,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2017.03,211,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2018.03,243,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AA1,2019.03,250,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Agriculture,,
RNAA.SG01NAC34B0109AB1,2000.03,75,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2001.03,76,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2002.03,87,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2003.03,97,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2004.03,103,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2005.03,133,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2006.03,130,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2007.03,104,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2008.03,105,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2009.03,83,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2010.03,88,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2011.03,83,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2012.03,97,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2013.03,90,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2014.03,117,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2015.03,137,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2016.03,124,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2017.03,99,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2018.03,140,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109AB1,2019.03,147,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, and Mining",,
RNAA.SG01NAC34B0109ABD,2000.03,590,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2001.03,530,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2002.03,617,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2003.03,610,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2004.03,777,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2005.03,930,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2006.03,893,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2007.03,845,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2008.03,821,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2009.03,986,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2010.03,1280,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2011.03,1308,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2012.03,1344,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2013.03,1441,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2014.03,1484,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2015.03,1518,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2016.03,1459,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2017.03,1432,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2018.03,1445,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109ABD,2019.03,1491,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",,
RNAA.SG01NAC34B0109CCA,2000.03,1233,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2001.03,1155,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2002.03,1322,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2003.03,1462,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2004.03,1447,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2005.03,1488,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2006.03,1730,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2007.03,1553,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2008.03,1761,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2009.03,1739,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2010.03,1476,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2011.03,1553,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2012.03,1892,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2013.03,1839,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2014.03,1791,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2015.03,2101,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2016.03,2279,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2017.03,2386,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2018.03,2412,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCA,2019.03,2228,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Primary Manufacturing,,
RNAA.SG01NAC34B0109CCC,2000.03,664,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2001.03,713,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2002.03,703,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2003.03,817,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2004.03,809,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2005.03,796,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2006.03,846,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2007.03,993,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2008.03,913,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2009.03,600,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2010.03,474,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2011.03,606,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2012.03,498,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2013.03,442,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2014.03,499,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2015.03,482,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2016.03,515,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2017.03,532,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2018.03,518,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCC,2019.03,536,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Other Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2000.03,1897,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2001.03,1869,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2002.03,2024,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2003.03,2279,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2004.03,2257,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2005.03,2284,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
RNAA.SG01NAC34B0109CCZ,2006.03,2576,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Wellington,Manufacturing,,
